data,area,totale,m,f,d,N1,N2,ISTAT,reg
2025-05-21,LOM,12,6,6,12,ITC,ITC4,3,Lombardia
2024-09-30,LAZ,30,19,11,30,ITI,ITI4,12,Lazio
2025-01-15,FVG,16,11,5,16,ITH,ITH4,6,Friuli-Venezia Giulia
2024-11-02,MAR,205,100,105,205,ITI,ITI3,11,Marche
2025-10-21,LOM,17,9,8,17,ITC,ITC4,3,Lombardia
2025-06-16,MAR,1,0,1,1,ITI,ITI3,11,Marche
2024-12-15,TOS,5,3,2,5,ITI,ITI1,9,Toscana
2024-12-24,CAM,4,2,2,4,ITF,ITF3,15,Campania
2025-02-20,PAT,3,2,1,3,ITH,ITH2,4,Provincia Autonoma Trento
2024-12-25,VDA,4,1,3,4,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-11-30,MOL,9,3,6,9,ITF,ITF2,14,Molise
2024-11-28,MOL,1,0,1,1,ITF,ITF2,14,Molise
2024-12-24,CAL,7,4,3,7,ITF,ITF6,18,Calabria
2025-01-29,VDA,13,7,6,13,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-06-25,VEN,5,1,4,5,ITH,ITH3,5,Veneto
2025-09-10,PUG,2,1,1,2,ITF,ITF4,16,Puglia
2025-02-27,TOS,11,2,9,11,ITI,ITI1,9,Toscana
2025-10-03,LAZ,4,2,2,4,ITI,ITI4,12,Lazio
2025-03-01,LOM,2,1,1,2,ITC,ITC4,3,Lombardia
2025-05-27,LAZ,2,1,1,2,ITI,ITI4,12,Lazio
2024-11-27,MOL,4,3,1,4,ITF,ITF2,14,Molise
2025-03-05,PUG,9,5,4,9,ITF,ITF4,16,Puglia
2025-04-22,LOM,6,4,2,6,ITC,ITC4,3,Lombardia
2025-11-20,FVG,2,2,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2025-04-11,TOS,2,1,1,2,ITI,ITI1,9,Toscana
2025-04-22,EMR,9,4,5,9,ITH,ITH5,8,Emilia-Romagna
2025-02-27,LAZ,13,9,4,13,ITI,ITI4,12,Lazio
2025-07-03,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2024-11-24,FVG,5,3,2,5,ITH,ITH4,6,Friuli-Venezia Giulia
2025-02-24,PUG,4,2,2,4,ITF,ITF4,16,Puglia
2024-12-22,ABR,2,1,1,2,ITF,ITF1,13,Abruzzo
2025-02-11,SIC,8,5,3,8,ITG,ITG1,19,Sicilia
2024-12-14,PAT,15,7,8,15,ITH,ITH2,4,Provincia Autonoma Trento
2024-12-22,MAR,11,5,6,11,ITI,ITI3,11,Marche
2025-01-07,CAL,4,2,2,4,ITF,ITF6,18,Calabria
2025-11-12,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-07,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-09-08,MAR,1,0,1,1,ITI,ITI3,11,Marche
2025-10-15,VEN,2,0,2,2,ITH,ITH3,5,Veneto
2024-10-31,BAS,1,1,0,1,ITF,ITF5,17,Basilicata
2025-01-31,SAR,2,1,1,2,ITG,ITG2,20,Sardegna
2025-04-14,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2025-05-09,ABR,1,1,0,1,ITF,ITF1,13,Abruzzo
2024-11-28,CAM,138,73,65,138,ITF,ITF3,15,Campania
2025-02-07,PIE,21,13,8,21,ITC,ITC1,1,Piemonte
2025-01-27,PUG,20,9,11,20,ITF,ITF4,16,Puglia
2025-01-15,SIC,27,11,16,27,ITG,ITG1,19,Sicilia
2024-10-22,PAB,463,246,217,463,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-10-21,TOS,1531,716,815,1531,ITI,ITI1,9,Toscana
2024-10-22,LIG,700,357,343,700,ITC,ITC3,7,Liguria
2025-09-16,LAZ,7,4,3,7,ITI,ITI4,12,Lazio
2024-11-04,SIC,85,51,34,85,ITG,ITG1,19,Sicilia
2024-11-08,PAT,543,267,276,543,ITH,ITH2,4,Provincia Autonoma Trento
2025-01-09,PIE,110,43,67,110,ITC,ITC1,1,Piemonte
2024-11-01,EMR,259,115,144,259,ITH,ITH5,8,Emilia-Romagna
2024-09-21,LAZ,1,0,1,1,ITI,ITI4,12,Lazio
2024-10-09,BAS,8,5,3,8,ITF,ITF5,17,Basilicata
2025-11-24,TOS,9,5,4,9,ITI,ITI1,9,Toscana
2024-11-28,LAZ,1324,600,724,1324,ITI,ITI4,12,Lazio
2024-11-21,MOL,5,3,2,5,ITF,ITF2,14,Molise
2025-09-03,LAZ,3,1,2,3,ITI,ITI4,12,Lazio
2025-04-26,PUG,6,2,4,6,ITF,ITF4,16,Puglia
2024-10-01,PUG,14,5,9,14,ITF,ITF4,16,Puglia
2025-01-27,LOM,123,44,79,123,ITC,ITC4,3,Lombardia
2024-12-15,FVG,36,9,27,36,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-09,UMB,48,22,26,48,ITI,ITI2,10,Umbria
2024-10-28,UMB,134,62,72,134,ITI,ITI2,10,Umbria
2024-10-29,PAB,36,15,21,36,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-12-28,LIG,1,0,1,1,ITC,ITC3,7,Liguria
2025-01-14,CAL,6,3,3,6,ITF,ITF6,18,Calabria
2024-09-26,PUG,4,2,2,4,ITF,ITF4,16,Puglia
2025-02-24,LAZ,11,4,7,11,ITI,ITI4,12,Lazio
2025-06-12,LOM,14,6,8,14,ITC,ITC4,3,Lombardia
2025-10-24,VEN,4,2,2,4,ITH,ITH3,5,Veneto
2025-06-06,MAR,2,1,1,2,ITI,ITI3,11,Marche
2024-09-30,EMR,10,4,6,10,ITH,ITH5,8,Emilia-Romagna
2025-01-20,VEN,82,31,51,82,ITH,ITH3,5,Veneto
2024-12-02,LIG,315,119,196,315,ITC,ITC3,7,Liguria
2024-11-15,LOM,6510,3005,3505,6510,ITC,ITC4,3,Lombardia
2024-11-10,EMR,530,245,285,530,ITH,ITH5,8,Emilia-Romagna
2025-01-29,CAL,3,0,3,3,ITF,ITF6,18,Calabria
2025-04-17,LOM,28,13,15,28,ITC,ITC4,3,Lombardia
2024-11-21,UMB,228,114,114,228,ITI,ITI2,10,Umbria
2025-02-06,FVG,32,16,16,32,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-04,UMB,10,4,6,10,ITI,ITI2,10,Umbria
2024-11-10,LOM,719,346,373,719,ITC,ITC4,3,Lombardia
2024-09-30,SAR,12,8,4,12,ITG,ITG2,20,Sardegna
2024-12-10,PAB,78,41,37,78,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-12-10,LIG,481,209,272,481,ITC,ITC3,7,Liguria
2024-11-09,CAM,69,37,32,69,ITF,ITF3,15,Campania
2025-11-17,TOS,8,3,5,8,ITI,ITI1,9,Toscana
2025-02-14,LAZ,15,6,9,15,ITI,ITI4,12,Lazio
2025-05-16,LOM,3,1,2,3,ITC,ITC4,3,Lombardia
2024-10-15,PUG,284,151,133,284,ITF,ITF4,16,Puglia
2024-11-27,MAR,213,100,113,213,ITI,ITI3,11,Marche
2024-12-23,PUG,85,46,39,85,ITF,ITF4,16,Puglia
2024-10-02,TOS,30,8,22,30,ITI,ITI1,9,Toscana
2024-11-02,VEN,304,137,167,304,ITH,ITH3,5,Veneto
2025-01-10,VEN,228,79,149,228,ITH,ITH3,5,Veneto
2025-01-07,EMR,132,75,57,132,ITH,ITH5,8,Emilia-Romagna
2024-10-14,CAM,38,24,14,38,ITF,ITF3,15,Campania
2024-12-30,CAM,20,10,10,20,ITF,ITF3,15,Campania
2025-12-05,TOS,3,1,2,3,ITI,ITI1,9,Toscana
2024-12-02,PAB,107,56,51,107,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-11-22,UMB,247,117,130,247,ITI,ITI2,10,Umbria
2024-11-29,TOS,1574,701,873,1574,ITI,ITI1,9,Toscana
2025-04-17,EMR,15,7,8,15,ITH,ITH5,8,Emilia-Romagna
2024-10-17,LAZ,764,374,390,764,ITI,ITI4,12,Lazio
2024-11-12,CAM,96,57,39,96,ITF,ITF3,15,Campania
2024-12-13,EMR,1043,498,545,1043,ITH,ITH5,8,Emilia-Romagna
2025-01-20,CAL,4,2,2,4,ITF,ITF6,18,Calabria
2025-01-20,PAT,9,3,6,9,ITH,ITH2,4,Provincia Autonoma Trento
2025-09-11,LOM,11,5,6,11,ITC,ITC4,3,Lombardia
2025-03-14,LOM,26,13,13,26,ITC,ITC4,3,Lombardia
2025-03-06,EMR,33,17,16,33,ITH,ITH5,8,Emilia-Romagna
2024-10-20,MAR,9,4,5,9,ITI,ITI3,11,Marche
2025-10-16,TOS,61,31,30,61,ITI,ITI1,9,Toscana
2024-11-25,LAZ,905,426,479,905,ITI,ITI4,12,Lazio
2024-12-04,UMB,200,104,96,200,ITI,ITI2,10,Umbria
2025-06-07,LIG,1,0,1,1,ITC,ITC3,7,Liguria
2025-02-10,PIE,90,34,56,90,ITC,ITC1,1,Piemonte
2024-10-23,SIC,39,24,15,39,ITG,ITG1,19,Sicilia
2025-07-02,MAR,4,2,2,4,ITI,ITI3,11,Marche
2024-10-10,VDA,32,14,18,32,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-03-07,BAS,4,2,2,4,ITF,ITF5,17,Basilicata
2025-01-10,CAL,5,1,4,5,ITF,ITF6,18,Calabria
2024-12-13,SAR,11,6,5,11,ITG,ITG2,20,Sardegna
2024-12-08,MAR,11,7,4,11,ITI,ITI3,11,Marche
2024-11-06,BAS,6,5,1,6,ITF,ITF5,17,Basilicata
2025-02-01,TOS,9,3,6,9,ITI,ITI1,9,Toscana
2024-11-08,BAS,6,2,4,6,ITF,ITF5,17,Basilicata
2025-01-29,PAT,8,5,3,8,ITH,ITH2,4,Provincia Autonoma Trento
2025-04-14,LAZ,6,3,3,6,ITI,ITI4,12,Lazio
2024-11-01,ABR,11,5,6,11,ITF,ITF1,13,Abruzzo
2025-03-08,VEN,2,0,2,2,ITH,ITH3,5,Veneto
2025-01-09,CAM,19,10,9,19,ITF,ITF3,15,Campania
2025-01-18,PUG,18,9,9,18,ITF,ITF4,16,Puglia
2024-11-22,MOL,4,4,0,4,ITF,ITF2,14,Molise
2025-09-02,LAZ,2,0,2,2,ITI,ITI4,12,Lazio
2025-10-03,PUG,6,4,2,6,ITF,ITF4,16,Puglia
2025-06-05,LOM,10,5,5,10,ITC,ITC4,3,Lombardia
2024-09-18,CAM,4,1,3,4,ITF,ITF3,15,Campania
2025-02-27,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2025-06-09,PIE,5,3,2,5,ITC,ITC1,1,Piemonte
2025-08-28,PIE,2,0,2,2,ITC,ITC1,1,Piemonte
2025-03-25,LIG,2,2,0,2,ITC,ITC3,7,Liguria
2025-09-03,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-01-16,MAR,9,3,6,9,ITI,ITI3,11,Marche
2025-06-20,MAR,1,1,0,1,ITI,ITI3,11,Marche
2025-12-11,FVG,2,2,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2025-07-07,PIE,2,1,1,2,ITC,ITC1,1,Piemonte
2025-10-23,EMR,3,2,1,3,ITH,ITH5,8,Emilia-Romagna
2025-05-16,VEN,4,2,2,4,ITH,ITH3,5,Veneto
2025-09-24,FVG,2,2,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-14,VDA,5,0,5,5,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-07-05,LOM,2,1,1,2,ITC,ITC4,3,Lombardia
2024-10-02,PAT,2,2,0,2,ITH,ITH2,4,Provincia Autonoma Trento
2025-05-07,SIC,1,0,1,1,ITG,ITG1,19,Sicilia
2025-02-07,SAR,1,0,1,1,ITG,ITG2,20,Sardegna
2024-11-16,PAT,65,30,35,65,ITH,ITH2,4,Provincia Autonoma Trento
2025-02-22,SIC,2,1,1,2,ITG,ITG1,19,Sicilia
2024-12-24,TOS,10,5,5,10,ITI,ITI1,9,Toscana
2025-03-14,PIE,5,1,4,5,ITC,ITC1,1,Piemonte
2024-10-24,CAM,56,29,27,56,ITF,ITF3,15,Campania
2025-03-06,UMB,4,2,2,4,ITI,ITI2,10,Umbria
2024-10-09,CAM,24,12,12,24,ITF,ITF3,15,Campania
2024-10-15,VDA,85,48,37,85,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-12-17,BAS,25,18,7,25,ITF,ITF5,17,Basilicata
2024-12-03,PAT,101,36,65,101,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-24,EMR,273,136,137,273,ITH,ITH5,8,Emilia-Romagna
2024-10-08,LAZ,252,137,115,252,ITI,ITI4,12,Lazio
2024-10-18,PAB,264,127,137,264,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-12-02,VEN,802,329,473,802,ITH,ITH3,5,Veneto
2024-10-16,VEN,1183,614,569,1183,ITH,ITH3,5,Veneto
2024-12-06,LIG,277,133,144,277,ITC,ITC3,7,Liguria
2024-11-09,BAS,34,17,17,34,ITF,ITF5,17,Basilicata
2024-12-12,SAR,34,15,19,34,ITG,ITG2,20,Sardegna
2024-12-19,LIG,312,139,173,312,ITC,ITC3,7,Liguria
2025-04-24,LAZ,5,1,4,5,ITI,ITI4,12,Lazio
2024-12-20,LAZ,384,175,209,384,ITI,ITI4,12,Lazio
2025-01-23,TOS,60,17,43,60,ITI,ITI1,9,Toscana
2025-04-05,PIE,4,2,2,4,ITC,ITC1,1,Piemonte
2025-10-15,CAM,9,5,4,9,ITF,ITF3,15,Campania
2025-10-02,TOS,2,1,1,2,ITI,ITI1,9,Toscana
2024-12-11,BAS,36,19,17,36,ITF,ITF5,17,Basilicata
2024-10-16,CAL,21,13,8,21,ITF,ITF6,18,Calabria
2025-01-21,PAT,8,4,4,8,ITH,ITH2,4,Provincia Autonoma Trento
2025-03-29,LAZ,3,0,3,3,ITI,ITI4,12,Lazio
2024-11-25,LIG,529,227,302,529,ITC,ITC3,7,Liguria
2024-11-19,VEN,3083,1484,1599,3083,ITH,ITH3,5,Veneto
2025-01-07,VEN,154,77,77,154,ITH,ITH3,5,Veneto
2024-11-20,MAR,627,291,336,627,ITI,ITI3,11,Marche
2024-12-12,ABR,129,66,63,129,ITF,ITF1,13,Abruzzo
2025-04-03,EMR,6,4,2,6,ITH,ITH5,8,Emilia-Romagna
2025-05-16,PIE,1,1,0,1,ITC,ITC1,1,Piemonte
2024-12-22,EMR,36,14,22,36,ITH,ITH5,8,Emilia-Romagna
2025-01-31,FVG,24,10,14,24,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-28,BAS,6,3,3,6,ITF,ITF5,17,Basilicata
2025-11-15,FVG,3,1,2,3,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-12,VEN,743,326,417,743,ITH,ITH3,5,Veneto
2024-12-20,SIC,127,72,55,127,ITG,ITG1,19,Sicilia
2024-10-14,ABR,74,48,26,74,ITF,ITF1,13,Abruzzo
2025-10-17,LOM,33,17,16,33,ITC,ITC4,3,Lombardia
2024-11-01,PIE,36,12,24,36,ITC,ITC1,1,Piemonte
2024-12-18,TOS,339,167,172,339,ITI,ITI1,9,Toscana
2024-11-10,VEN,80,43,37,80,ITH,ITH3,5,Veneto
2025-01-31,CAL,6,3,3,6,ITF,ITF6,18,Calabria
2024-10-20,LAZ,57,26,31,57,ITI,ITI4,12,Lazio
2025-02-25,BAS,5,2,3,5,ITF,ITF5,17,Basilicata
2024-11-08,CAM,132,77,55,132,ITF,ITF3,15,Campania
2024-11-14,FVG,1035,488,547,1035,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-26,EMR,2282,1094,1188,2282,ITH,ITH5,8,Emilia-Romagna
2024-11-18,BAS,51,20,31,51,ITF,ITF5,17,Basilicata
2024-11-04,VDA,87,43,44,87,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-01-20,CAM,12,5,7,12,ITF,ITF3,15,Campania
2025-01-28,CAM,18,8,10,18,ITF,ITF3,15,Campania
2024-11-08,PIE,2558,1245,1313,2558,ITC,ITC1,1,Piemonte
2024-10-15,TOS,1163,526,637,1163,ITI,ITI1,9,Toscana
2024-11-30,UMB,14,8,6,14,ITI,ITI2,10,Umbria
2025-12-04,FVG,6,1,5,6,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-03,LIG,45,26,19,45,ITC,ITC3,7,Liguria
2024-11-05,SIC,150,78,72,150,ITG,ITG1,19,Sicilia
2024-11-27,TOS,1681,767,914,1681,ITI,ITI1,9,Toscana
2024-11-16,CAM,65,36,29,65,ITF,ITF3,15,Campania
2025-02-28,LAZ,5,2,3,5,ITI,ITI4,12,Lazio
2024-12-03,FVG,443,214,229,443,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-01,TOS,14,9,5,14,ITI,ITI1,9,Toscana
2024-11-02,EMR,582,283,299,582,ITH,ITH5,8,Emilia-Romagna
2025-02-12,LOM,62,18,44,62,ITC,ITC4,3,Lombardia
2025-01-09,PAT,8,3,5,8,ITH,ITH2,4,Provincia Autonoma Trento
2024-12-31,VEN,32,18,14,32,ITH,ITH3,5,Veneto
2024-11-19,SAR,238,126,112,238,ITG,ITG2,20,Sardegna
2024-10-09,PIE,32,20,12,32,ITC,ITC1,1,Piemonte
2024-11-06,PIE,1750,776,974,1750,ITC,ITC1,1,Piemonte
2025-01-22,CAL,9,6,3,9,ITF,ITF6,18,Calabria
2025-06-30,LAZ,4,3,1,4,ITI,ITI4,12,Lazio
2024-12-30,BAS,6,2,4,6,ITF,ITF5,17,Basilicata
2025-01-21,CAM,10,6,4,10,ITF,ITF3,15,Campania
2024-12-04,MOL,2,1,1,2,ITF,ITF2,14,Molise
2025-01-04,PUG,6,1,5,6,ITF,ITF4,16,Puglia
2025-04-11,LIG,3,1,2,3,ITC,ITC3,7,Liguria
2025-10-28,MAR,8,4,4,8,ITI,ITI3,11,Marche
2025-02-12,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-01-13,UMB,1,1,0,1,ITI,ITI2,10,Umbria
2025-01-31,CAM,5,3,2,5,ITF,ITF3,15,Campania
2025-05-09,EMR,1,1,0,1,ITH,ITH5,8,Emilia-Romagna
2025-02-04,BAS,4,2,2,4,ITF,ITF5,17,Basilicata
2025-10-20,FVG,9,1,8,9,ITH,ITH4,6,Friuli-Venezia Giulia
2025-07-14,SIC,5,4,1,5,ITG,ITG1,19,Sicilia
2025-01-03,SIC,22,12,10,22,ITG,ITG1,19,Sicilia
2024-09-19,LOM,2,0,2,2,ITC,ITC4,3,Lombardia
2024-12-09,MOL,2,1,1,2,ITF,ITF2,14,Molise
2025-11-03,SIC,1,1,0,1,ITG,ITG1,19,Sicilia
2025-04-16,LAZ,5,3,2,5,ITI,ITI4,12,Lazio
2025-01-07,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2025-04-09,MAR,5,2,3,5,ITI,ITI3,11,Marche
2025-02-12,CAL,1,0,1,1,ITF,ITF6,18,Calabria
2025-07-11,EMR,1,0,1,1,ITH,ITH5,8,Emilia-Romagna
2025-04-02,PUG,6,4,2,6,ITF,ITF4,16,Puglia
2025-08-06,TOS,2,2,0,2,ITI,ITI1,9,Toscana
2025-01-31,PAT,2,2,0,2,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-30,PAB,1,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-06,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-02-26,LIG,1,0,1,1,ITC,ITC3,7,Liguria
2025-01-12,ABR,1,1,0,1,ITF,ITF1,13,Abruzzo
2025-03-10,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2025-11-11,VEN,1,1,0,1,ITH,ITH3,5,Veneto
2024-12-31,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2025-11-08,FVG,1,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-08-22,VDA,1,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-10-18,CAL,35,19,16,35,ITF,ITF6,18,Calabria
2025-02-14,VEN,13,9,4,13,ITH,ITH3,5,Veneto
2024-10-26,VEN,6204,3233,2971,6204,ITH,ITH3,5,Veneto
2024-10-25,PUG,359,194,165,359,ITF,ITF4,16,Puglia
2024-12-19,MAR,85,44,41,85,ITI,ITI3,11,Marche
2024-10-25,ABR,155,80,75,155,ITF,ITF1,13,Abruzzo
2025-02-27,PAT,10,3,7,10,ITH,ITH2,4,Provincia Autonoma Trento
2024-12-30,PAT,10,4,6,10,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-28,SIC,168,81,87,168,ITG,ITG1,19,Sicilia
2025-01-29,PUG,31,14,17,31,ITF,ITF4,16,Puglia
2024-11-04,LAZ,1240,560,680,1240,ITI,ITI4,12,Lazio
2025-05-27,FVG,2,2,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2025-02-18,PIE,20,12,8,20,ITC,ITC1,1,Piemonte
2024-12-17,CAM,61,31,30,61,ITF,ITF3,15,Campania
2024-11-23,SIC,102,58,44,102,ITG,ITG1,19,Sicilia
2024-11-26,CAM,146,74,72,146,ITF,ITF3,15,Campania
2024-11-23,LIG,83,36,47,83,ITC,ITC3,7,Liguria
2024-12-18,MAR,61,28,33,61,ITI,ITI3,11,Marche
2025-03-17,LIG,7,3,4,7,ITC,ITC3,7,Liguria
2025-01-21,BAS,19,11,8,19,ITF,ITF5,17,Basilicata
2025-12-01,VEN,5,2,3,5,ITH,ITH3,5,Veneto
2025-01-15,LAZ,89,35,54,89,ITI,ITI4,12,Lazio
2024-10-17,VDA,158,69,89,158,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-01-20,PUG,34,22,12,34,ITF,ITF4,16,Puglia
2024-12-13,CAL,37,22,15,37,ITF,ITF6,18,Calabria
2025-01-16,SIC,24,12,12,24,ITG,ITG1,19,Sicilia
2024-10-02,PUG,39,16,23,39,ITF,ITF4,16,Puglia
2025-02-18,CAM,5,3,2,5,ITF,ITF3,15,Campania
2024-10-08,VDA,32,14,18,32,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-06-17,SIC,2,1,1,2,ITG,ITG1,19,Sicilia
2025-02-25,CAM,6,3,3,6,ITF,ITF3,15,Campania
2024-11-16,BAS,36,16,20,36,ITF,ITF5,17,Basilicata
2024-12-11,CAM,94,49,45,94,ITF,ITF3,15,Campania
2024-11-25,SIC,123,61,62,123,ITG,ITG1,19,Sicilia
2024-11-08,ABR,189,91,98,189,ITF,ITF1,13,Abruzzo
2025-10-24,EMR,3,2,1,3,ITH,ITH5,8,Emilia-Romagna
2024-12-17,LOM,1231,479,752,1231,ITC,ITC4,3,Lombardia
2024-11-01,VEN,61,28,33,61,ITH,ITH3,5,Veneto
2025-02-17,TOS,9,4,5,9,ITI,ITI1,9,Toscana
2024-12-13,VEN,736,341,395,736,ITH,ITH3,5,Veneto
2024-12-03,CAM,116,48,68,116,ITF,ITF3,15,Campania
2024-11-18,ABR,136,62,74,136,ITF,ITF1,13,Abruzzo
2025-10-23,VEN,4,1,3,4,ITH,ITH3,5,Veneto
2024-11-14,LOM,7132,3263,3869,7132,ITC,ITC4,3,Lombardia
2024-10-31,PAB,484,246,238,484,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-02-10,ABR,1,1,0,1,ITF,ITF1,13,Abruzzo
2024-10-30,SIC,58,31,27,58,ITG,ITG1,19,Sicilia
2025-10-22,TOS,38,15,23,38,ITI,ITI1,9,Toscana
2024-10-24,ABR,126,71,55,126,ITF,ITF1,13,Abruzzo
2025-01-22,FVG,45,18,27,45,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-11,CAM,31,19,12,31,ITF,ITF3,15,Campania
2024-12-23,PAT,65,21,44,65,ITH,ITH2,4,Provincia Autonoma Trento
2025-01-24,CAM,16,12,4,16,ITF,ITF3,15,Campania
2025-02-03,SIC,16,7,9,16,ITG,ITG1,19,Sicilia
2025-01-24,FVG,19,8,11,19,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-10,MOL,6,4,2,6,ITF,ITF2,14,Molise
2024-10-31,EMR,3755,1751,2004,3755,ITH,ITH5,8,Emilia-Romagna
2024-11-30,EMR,829,386,443,829,ITH,ITH5,8,Emilia-Romagna
2024-10-13,LAZ,12,6,6,12,ITI,ITI4,12,Lazio
2025-01-29,PIE,54,26,28,54,ITC,ITC1,1,Piemonte
2024-11-21,SAR,203,101,102,203,ITG,ITG2,20,Sardegna
2024-10-03,MAR,12,6,6,12,ITI,ITI3,11,Marche
2024-11-21,PAB,288,136,152,288,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-11-07,FVG,1126,517,609,1126,ITH,ITH4,6,Friuli-Venezia Giulia
2024-11-14,CAM,124,79,45,124,ITF,ITF3,15,Campania
2024-11-14,CAL,69,39,30,69,ITF,ITF6,18,Calabria
2025-01-11,LIG,15,8,7,15,ITC,ITC3,7,Liguria
2025-05-29,LOM,9,4,5,9,ITC,ITC4,3,Lombardia
2025-03-19,PAB,2,0,2,2,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-04-07,MAR,1,0,1,1,ITI,ITI3,11,Marche
2025-03-21,PUG,6,3,3,6,ITF,ITF4,16,Puglia
2025-06-17,EMR,27,13,14,27,ITH,ITH5,8,Emilia-Romagna
2024-12-02,MOL,5,3,2,5,ITF,ITF2,14,Molise
2025-08-28,LOM,4,2,2,4,ITC,ITC4,3,Lombardia
2024-10-01,PAT,11,4,7,11,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-16,ABR,3,1,2,3,ITF,ITF1,13,Abruzzo
2025-01-14,PUG,45,20,25,45,ITF,ITF4,16,Puglia
2025-10-10,TOS,3,2,1,3,ITI,ITI1,9,Toscana
2025-06-04,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-06-10,PIE,1,0,1,1,ITC,ITC1,1,Piemonte
2024-10-27,VDA,1,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-06-19,LIG,1,1,0,1,ITC,ITC3,7,Liguria
2025-02-07,VEN,6,4,2,6,ITH,ITH3,5,Veneto
2025-10-29,EMR,5,2,3,5,ITH,ITH5,8,Emilia-Romagna
2025-02-25,LOM,1,0,1,1,ITC,ITC4,3,Lombardia
2025-02-07,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2024-12-28,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2025-01-28,BAS,6,3,3,6,ITF,ITF5,17,Basilicata
2025-09-16,SIC,1,1,0,1,ITG,ITG1,19,Sicilia
2025-06-25,SIC,1,0,1,1,ITG,ITG1,19,Sicilia
2025-10-30,FVG,1,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-09-02,LIG,2,0,2,2,ITC,ITC3,7,Liguria
2025-05-28,EMR,2,1,1,2,ITH,ITH5,8,Emilia-Romagna
2025-01-04,ABR,1,1,0,1,ITF,ITF1,13,Abruzzo
2025-11-15,VDA,1,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-12-12,MOL,1,0,1,1,ITF,ITF2,14,Molise
2025-09-15,EMR,1,0,1,1,ITH,ITH5,8,Emilia-Romagna
2025-08-20,LIG,1,1,0,1,ITC,ITC3,7,Liguria
2025-09-09,SIC,1,1,0,1,ITG,ITG1,19,Sicilia
2025-07-09,PIE,1,1,0,1,ITC,ITC1,1,Piemonte
2025-01-13,BAS,1,1,0,1,ITF,ITF5,17,Basilicata
2025-01-13,PIE,149,72,77,149,ITC,ITC1,1,Piemonte
2024-11-12,PAB,434,205,229,434,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
