data,area,totale,m,f,d,N1,N2,ISTAT,reg
2025-11-09,TOS,26,11,15,26,ITI,ITI1,9,Toscana
2025-11-06,VEN,2208,1063,1145,2208,ITH,ITH3,5,Veneto
2025-10-23,MAR,638,324,314,638,ITI,ITI3,11,Marche
2026-01-16,FVG,6,3,3,6,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-16,VEN,895,438,457,895,ITH,ITH3,5,Veneto
2025-10-27,TOS,1419,654,765,1419,ITI,ITI1,9,Toscana
2025-12-20,VDA,4,0,4,4,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-19,UMB,1,1,0,1,ITI,ITI2,10,Umbria
2026-02-28,LOM,7,3,4,7,ITC,ITC4,3,Lombardia
2026-02-05,PIE,29,7,22,29,ITC,ITC1,1,Piemonte
2025-10-27,LAZ,427,217,210,427,ITI,ITI4,12,Lazio
2026-01-12,LIG,5,2,3,5,ITC,ITC3,7,Liguria
2025-10-26,LAZ,3,3,0,3,ITI,ITI4,12,Lazio
2026-02-21,EMR,19,7,12,19,ITH,ITH5,8,Emilia-Romagna
2025-12-23,SIC,21,14,7,21,ITG,ITG1,19,Sicilia
2025-11-09,MAR,30,12,18,30,ITI,ITI3,11,Marche
2025-10-23,CAL,42,30,12,42,ITF,ITF6,18,Calabria
2025-11-25,SAR,268,126,142,268,ITG,ITG2,20,Sardegna
2025-12-07,EMR,33,15,18,33,ITH,ITH5,8,Emilia-Romagna
2026-01-05,VEN,9,4,5,9,ITH,ITH3,5,Veneto
2025-10-23,ABR,130,72,58,130,ITF,ITF1,13,Abruzzo
2025-12-20,CAM,10,6,4,10,ITF,ITF3,15,Campania
2025-10-28,TOS,1638,766,872,1638,ITI,ITI1,9,Toscana
2025-12-19,LIG,54,27,27,54,ITC,ITC3,7,Liguria
2025-12-21,EMR,33,12,21,33,ITH,ITH5,8,Emilia-Romagna
2025-12-05,CAM,95,55,40,95,ITF,ITF3,15,Campania
2025-12-04,PAB,33,16,17,33,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-12,MAR,84,33,51,84,ITI,ITI3,11,Marche
2026-01-26,PAB,4,1,3,4,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-11,VEN,576,254,322,576,ITH,ITH3,5,Veneto
2026-03-25,LOM,8,6,2,8,ITC,ITC4,3,Lombardia
2025-11-27,MAR,248,120,128,248,ITI,ITI3,11,Marche
2025-11-28,SIC,145,87,58,145,ITG,ITG1,19,Sicilia
2025-12-15,PIE,289,119,170,289,ITC,ITC1,1,Piemonte
2025-11-01,FVG,18,5,13,18,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-21,VEN,36,11,25,36,ITH,ITH3,5,Veneto
2025-11-22,CAL,2,2,0,2,ITF,ITF6,18,Calabria
2025-11-15,PIE,721,370,351,721,ITC,ITC1,1,Piemonte
2025-11-19,LOM,4352,1936,2416,4352,ITC,ITC4,3,Lombardia
2025-11-25,PUG,372,196,176,372,ITF,ITF4,16,Puglia
2025-11-12,MAR,449,240,209,449,ITI,ITI3,11,Marche
2026-01-22,SAR,24,13,11,24,ITG,ITG2,20,Sardegna
2025-12-12,SAR,87,43,44,87,ITG,ITG2,20,Sardegna
2025-10-29,TOS,2301,1064,1237,2301,ITI,ITI1,9,Toscana
2025-11-13,EMR,5690,2766,2924,5690,ITH,ITH5,8,Emilia-Romagna
2025-11-10,PUG,388,183,205,388,ITF,ITF4,16,Puglia
2025-12-10,EMR,882,404,478,882,ITH,ITH5,8,Emilia-Romagna
2025-10-15,TOS,1064,499,565,1064,ITI,ITI1,9,Toscana
2025-12-01,PAB,21,9,12,21,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-23,LIG,363,183,180,363,ITC,ITC3,7,Liguria
2025-11-24,CAL,51,32,19,51,ITF,ITF6,18,Calabria
2025-12-15,PAB,12,5,7,12,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-02-25,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2026-03-20,PAT,5,1,4,5,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-31,SIC,5,2,3,5,ITG,ITG1,19,Sicilia
2026-01-13,PAT,3,1,2,3,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-07,UMB,11,6,5,11,ITI,ITI2,10,Umbria
2026-01-29,FVG,7,4,3,7,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-31,PAT,20,11,9,20,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-08,PAB,5,2,3,5,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-22,PAT,506,257,249,506,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-20,PAB,5,3,2,5,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-08,TOS,40,17,23,40,ITI,ITI1,9,Toscana
2025-10-11,EMR,4,1,3,4,ITH,ITH5,8,Emilia-Romagna
2025-12-23,CAM,20,11,9,20,ITF,ITF3,15,Campania
2026-01-30,LAZ,28,14,14,28,ITI,ITI4,12,Lazio
2025-11-19,LAZ,1392,679,713,1392,ITI,ITI4,12,Lazio
2026-01-07,VEN,94,38,56,94,ITH,ITH3,5,Veneto
2025-11-27,PIE,1194,579,615,1194,ITC,ITC1,1,Piemonte
2025-11-12,PAB,527,261,266,527,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-26,LOM,864,400,464,864,ITC,ITC4,3,Lombardia
2025-10-22,PUG,410,205,205,410,ITF,ITF4,16,Puglia
2025-11-14,VDA,137,59,78,137,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-25,FVG,152,76,76,152,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-29,SIC,40,21,19,40,ITG,ITG1,19,Sicilia
2026-01-02,PAT,32,6,26,32,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-31,LOM,8309,3905,4404,8309,ITC,ITC4,3,Lombardia
2025-12-27,TOS,15,6,9,15,ITI,ITI1,9,Toscana
2025-10-20,LAZ,318,154,164,318,ITI,ITI4,12,Lazio
2025-10-10,LOM,1376,574,802,1376,ITC,ITC4,3,Lombardia
2026-01-21,UMB,9,4,5,9,ITI,ITI2,10,Umbria
2025-11-15,TOS,290,135,155,290,ITI,ITI1,9,Toscana
2025-11-28,CAM,48,26,22,48,ITF,ITF3,15,Campania
2025-12-20,TOS,19,10,9,19,ITI,ITI1,9,Toscana
2026-01-07,PAT,12,6,6,12,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-02,PUG,24,10,14,24,ITF,ITF4,16,Puglia
2026-01-28,SIC,8,4,4,8,ITG,ITG1,19,Sicilia
2025-12-17,SIC,24,12,12,24,ITG,ITG1,19,Sicilia
2025-12-04,PUG,414,230,184,414,ITF,ITF4,16,Puglia
2026-02-27,EMR,38,14,24,38,ITH,ITH5,8,Emilia-Romagna
2025-10-13,VEN,481,238,243,481,ITH,ITH3,5,Veneto
2025-10-09,TOS,325,159,166,325,ITI,ITI1,9,Toscana
2026-01-16,SIC,10,6,4,10,ITG,ITG1,19,Sicilia
2025-11-24,UMB,38,19,19,38,ITI,ITI2,10,Umbria
2026-01-23,CAM,9,2,7,9,ITF,ITF3,15,Campania
2026-01-24,PUG,14,6,8,14,ITF,ITF4,16,Puglia
2025-11-20,PIE,1709,800,909,1709,ITC,ITC1,1,Piemonte
2025-10-10,EMR,28,11,17,28,ITH,ITH5,8,Emilia-Romagna
2025-10-20,TOS,1347,616,731,1347,ITI,ITI1,9,Toscana
2025-12-02,ABR,80,40,40,80,ITF,ITF1,13,Abruzzo
2025-12-23,LIG,31,15,16,31,ITC,ITC3,7,Liguria
2025-11-01,LAZ,24,8,16,24,ITI,ITI4,12,Lazio
2025-12-19,SAR,48,18,30,48,ITG,ITG2,20,Sardegna
2025-12-20,UMB,24,7,17,24,ITI,ITI2,10,Umbria
2025-12-22,SIC,39,20,19,39,ITG,ITG1,19,Sicilia
2025-12-15,MAR,47,27,20,47,ITI,ITI3,11,Marche
2025-11-17,ABR,71,37,34,71,ITF,ITF1,13,Abruzzo
2025-12-05,UMB,64,30,34,64,ITI,ITI2,10,Umbria
2025-12-05,VEN,848,402,446,848,ITH,ITH3,5,Veneto
2025-12-19,VEN,335,160,175,335,ITH,ITH3,5,Veneto
2025-10-31,LIG,519,279,240,519,ITC,ITC3,7,Liguria
2025-11-28,LIG,84,42,42,84,ITC,ITC3,7,Liguria
2025-12-05,SAR,163,77,86,163,ITG,ITG2,20,Sardegna
2025-10-18,PIE,612,311,301,612,ITC,ITC1,1,Piemonte
2025-10-28,PUG,424,231,193,424,ITF,ITF4,16,Puglia
2025-12-12,UMB,77,36,41,77,ITI,ITI2,10,Umbria
2025-12-09,MAR,39,18,21,39,ITI,ITI3,11,Marche
2025-11-25,UMB,100,40,60,100,ITI,ITI2,10,Umbria
2026-01-28,LAZ,31,16,15,31,ITI,ITI4,12,Lazio
2026-01-17,SIC,9,4,5,9,ITG,ITG1,19,Sicilia
2025-10-28,CAL,50,28,22,50,ITF,ITF6,18,Calabria
2026-02-13,EMR,53,27,26,53,ITH,ITH5,8,Emilia-Romagna
2025-12-05,PAB,39,16,23,39,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-03,EMR,3510,1704,1806,3510,ITH,ITH5,8,Emilia-Romagna
2025-12-31,LOM,66,25,41,66,ITC,ITC4,3,Lombardia
2025-12-01,SIC,116,58,58,116,ITG,ITG1,19,Sicilia
2025-12-13,FVG,140,75,65,140,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-31,VEN,30,8,22,30,ITH,ITH3,5,Veneto
2025-11-06,PUG,696,356,340,696,ITF,ITF4,16,Puglia
2026-01-08,SIC,13,9,4,13,ITG,ITG1,19,Sicilia
2025-10-21,VEN,1421,677,744,1421,ITH,ITH3,5,Veneto
2025-10-26,EMR,383,182,201,383,ITH,ITH5,8,Emilia-Romagna
2025-11-12,PIE,1546,759,787,1546,ITC,ITC1,1,Piemonte
2025-12-16,PIE,228,109,119,228,ITC,ITC1,1,Piemonte
2025-10-31,FVG,1072,481,591,1072,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-06,PAT,586,293,293,586,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-12,UMB,228,113,115,228,ITI,ITI2,10,Umbria
2025-11-08,TOS,531,268,263,531,ITI,ITI1,9,Toscana
2025-11-06,CAL,61,33,28,61,ITF,ITF6,18,Calabria
2025-11-05,SIC,165,93,72,165,ITG,ITG1,19,Sicilia
2025-10-24,BAS,38,20,18,38,ITF,ITF5,17,Basilicata
2025-10-16,ABR,2,1,1,2,ITF,ITF1,13,Abruzzo
2025-10-06,LAZ,18,13,5,18,ITI,ITI4,12,Lazio
2025-10-23,BAS,28,17,11,28,ITF,ITF5,17,Basilicata
2025-10-17,VEN,1248,640,608,1248,ITH,ITH3,5,Veneto
2025-11-12,TOS,1846,900,946,1846,ITI,ITI1,9,Toscana
2025-11-11,PUG,553,285,268,553,ITF,ITF4,16,Puglia
2025-11-05,LAZ,1408,661,747,1408,ITI,ITI4,12,Lazio
2026-03-03,EMR,16,8,8,16,ITH,ITH5,8,Emilia-Romagna
2026-02-10,LIG,6,4,2,6,ITC,ITC3,7,Liguria
2026-01-07,PUG,16,10,6,16,ITF,ITF4,16,Puglia
2026-01-16,LAZ,37,13,24,37,ITI,ITI4,12,Lazio
2025-11-18,FVG,679,328,351,679,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-11,PAT,357,150,207,357,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-28,PIE,1271,642,629,1271,ITC,ITC1,1,Piemonte
2025-12-09,ABR,98,48,50,98,ITF,ITF1,13,Abruzzo
2026-02-10,LOM,83,30,53,83,ITC,ITC4,3,Lombardia
2025-10-25,LIG,200,103,97,200,ITC,ITC3,7,Liguria
2025-10-17,UMB,118,53,65,118,ITI,ITI2,10,Umbria
2026-01-07,SAR,69,31,38,69,ITG,ITG2,20,Sardegna
2025-12-15,SIC,46,26,20,46,ITG,ITG1,19,Sicilia
2025-11-29,VEN,2744,1408,1336,2744,ITH,ITH3,5,Veneto
2026-02-07,VEN,2,1,1,2,ITH,ITH3,5,Veneto
2026-01-27,LOM,83,31,52,83,ITC,ITC4,3,Lombardia
2026-01-23,PIE,13,8,5,13,ITC,ITC1,1,Piemonte
2025-10-09,LAZ,21,13,8,21,ITI,ITI4,12,Lazio
2025-12-18,LAZ,460,209,251,460,ITI,ITI4,12,Lazio
2025-11-29,UMB,41,19,22,41,ITI,ITI2,10,Umbria
2026-01-19,PUG,8,3,5,8,ITF,ITF4,16,Puglia
2026-01-19,PAT,2,1,1,2,ITH,ITH2,4,Provincia Autonoma Trento
2026-03-02,PUG,5,4,1,5,ITF,ITF4,16,Puglia
2026-02-09,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2025-12-26,EMR,2,0,2,2,ITH,ITH5,8,Emilia-Romagna
2026-01-05,LIG,4,2,2,4,ITC,ITC3,7,Liguria
2026-01-02,SAR,5,0,5,5,ITG,ITG2,20,Sardegna
2026-04-13,SAR,1,1,0,1,ITG,ITG2,20,Sardegna
2026-02-13,PAT,2,1,1,2,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-16,MAR,1,0,1,1,ITI,ITI3,11,Marche
2026-02-22,EMR,2,0,2,2,ITH,ITH5,8,Emilia-Romagna
2026-01-15,FVG,3,1,2,3,ITH,ITH4,6,Friuli-Venezia Giulia
2026-03-02,PIE,1,0,1,1,ITC,ITC1,1,Piemonte
2025-12-28,MAR,1,0,1,1,ITI,ITI3,11,Marche
2025-10-25,SIC,2,1,1,2,ITG,ITG1,19,Sicilia
2026-03-30,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-14,PAB,1,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-26,PUG,2,0,2,2,ITF,ITF4,16,Puglia
2026-02-19,LIG,2,0,2,2,ITC,ITC3,7,Liguria
2025-10-19,VEN,2,2,0,2,ITH,ITH3,5,Veneto
2025-10-30,LIG,764,390,374,764,ITC,ITC3,7,Liguria
2025-11-21,VEN,1613,832,781,1613,ITH,ITH3,5,Veneto
2025-11-07,MAR,555,280,275,555,ITI,ITI3,11,Marche
2025-11-11,TOS,1396,657,739,1396,ITI,ITI1,9,Toscana
2025-10-20,UMB,216,110,106,216,ITI,ITI2,10,Umbria
2025-10-16,PIE,866,440,426,866,ITC,ITC1,1,Piemonte
2025-11-12,PAT,584,278,306,584,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-30,PAB,751,382,369,751,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-25,SIC,102,55,47,102,ITG,ITG1,19,Sicilia
2025-12-15,TOS,176,93,83,176,ITI,ITI1,9,Toscana
2025-11-12,PUG,503,266,237,503,ITF,ITF4,16,Puglia
2025-10-14,SIC,15,9,6,15,ITG,ITG1,19,Sicilia
2026-01-09,FVG,91,48,43,91,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-12,PAT,142,63,79,142,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-25,CAM,25,16,9,25,ITF,ITF3,15,Campania
2025-10-22,CAL,19,9,10,19,ITF,ITF6,18,Calabria
2025-12-24,PUG,29,10,19,29,ITF,ITF4,16,Puglia
2026-03-18,TOS,1,1,0,1,ITI,ITI1,9,Toscana
2025-11-25,LIG,211,104,107,211,ITC,ITC3,7,Liguria
2025-10-17,TOS,1236,565,671,1236,ITI,ITI1,9,Toscana
2025-12-12,PUG,305,152,153,305,ITF,ITF4,16,Puglia
2025-10-28,PIE,1519,716,803,1519,ITC,ITC1,1,Piemonte
2026-01-21,SAR,6,3,3,6,ITG,ITG2,20,Sardegna
2026-01-26,LAZ,24,12,12,24,ITI,ITI4,12,Lazio
2025-12-23,UMB,39,18,21,39,ITI,ITI2,10,Umbria
2026-01-16,EMR,141,70,71,141,ITH,ITH5,8,Emilia-Romagna
2026-02-20,CAM,8,6,2,8,ITF,ITF3,15,Campania
2026-02-03,PIE,32,21,11,32,ITC,ITC1,1,Piemonte
2025-11-13,ABR,179,100,79,179,ITF,ITF1,13,Abruzzo
2025-12-15,LAZ,356,163,193,356,ITI,ITI4,12,Lazio
2025-11-24,LOM,3075,1376,1699,3075,ITC,ITC4,3,Lombardia
2025-11-04,MAR,574,284,290,574,ITI,ITI3,11,Marche
2025-11-05,VEN,2286,1145,1141,2286,ITH,ITH3,5,Veneto
2025-12-09,PIE,467,215,252,467,ITC,ITC1,1,Piemonte
2025-10-24,TOS,1703,781,922,1703,ITI,ITI1,9,Toscana
2025-11-18,CAM,142,79,63,142,ITF,ITF3,15,Campania
2025-11-14,CAM,123,67,56,123,ITF,ITF3,15,Campania
2025-12-01,TOS,496,225,271,496,ITI,ITI1,9,Toscana
2025-12-30,ABR,11,5,6,11,ITF,ITF1,13,Abruzzo
2025-11-21,EMR,3254,1544,1710,3254,ITH,ITH5,8,Emilia-Romagna
2025-11-20,TOS,1403,651,752,1403,ITI,ITI1,9,Toscana
2025-11-10,SAR,395,208,187,395,ITG,ITG2,20,Sardegna
2026-01-15,SAR,21,10,11,21,ITG,ITG2,20,Sardegna
2025-10-27,PIE,1255,589,666,1255,ITC,ITC1,1,Piemonte
2025-12-29,CAM,14,10,4,14,ITF,ITF3,15,Campania
2025-12-06,SIC,29,14,15,29,ITG,ITG1,19,Sicilia
2025-11-02,CAL,6,2,4,6,ITF,ITF6,18,Calabria
2026-01-16,VEN,121,37,84,121,ITH,ITH3,5,Veneto
2025-11-24,PAB,40,18,22,40,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-17,CAM,60,29,31,60,ITF,ITF3,15,Campania
2025-12-08,LOM,60,16,44,60,ITC,ITC4,3,Lombardia
2026-01-22,LIG,15,9,6,15,ITC,ITC3,7,Liguria
2025-12-16,MAR,60,34,26,60,ITI,ITI3,11,Marche
2025-10-11,PUG,47,23,24,47,ITF,ITF4,16,Puglia
2025-11-14,PUG,417,221,196,417,ITF,ITF4,16,Puglia
2025-11-13,FVG,813,378,435,813,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-10,ABR,93,47,46,93,ITF,ITF1,13,Abruzzo
2025-10-23,TOS,1879,869,1010,1879,ITI,ITI1,9,Toscana
2025-11-14,PAT,229,94,135,229,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-30,SAR,95,49,46,95,ITG,ITG2,20,Sardegna
2025-11-04,VDA,101,44,57,101,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-18,EMR,1227,602,625,1227,ITH,ITH5,8,Emilia-Romagna
2025-10-15,SIC,8,3,5,8,ITG,ITG1,19,Sicilia
2025-11-24,VEN,1066,508,558,1066,ITH,ITH3,5,Veneto
2025-11-24,EMR,1750,843,907,1750,ITH,ITH5,8,Emilia-Romagna
2025-10-23,PUG,354,204,150,354,ITF,ITF4,16,Puglia
2025-12-12,CAM,30,13,17,30,ITF,ITF3,15,Campania
2025-10-16,CAL,22,13,9,22,ITF,ITF6,18,Calabria
2025-10-30,UMB,341,161,180,341,ITI,ITI2,10,Umbria
2026-02-20,PUG,3,2,1,3,ITF,ITF4,16,Puglia
2026-01-29,TOS,15,10,5,15,ITI,ITI1,9,Toscana
2025-10-22,PIE,1242,621,621,1242,ITC,ITC1,1,Piemonte
2026-01-30,LOM,82,38,44,82,ITC,ITC4,3,Lombardia
2025-12-13,MAR,11,4,7,11,ITI,ITI3,11,Marche
2025-12-17,LIG,124,49,75,124,ITC,ITC3,7,Liguria
2025-11-26,ABR,54,28,26,54,ITF,ITF1,13,Abruzzo
2025-10-23,PAT,232,115,117,232,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-08,TOS,29,16,13,29,ITI,ITI1,9,Toscana
2025-11-05,LOM,7826,3681,4145,7826,ITC,ITC4,3,Lombardia
2026-01-24,LOM,24,14,10,24,ITC,ITC4,3,Lombardia
2025-11-28,UMB,98,55,43,98,ITI,ITI2,10,Umbria
2026-02-05,TOS,17,7,10,17,ITI,ITI1,9,Toscana
2026-01-22,SIC,24,17,7,24,ITG,ITG1,19,Sicilia
2026-01-03,PUG,7,4,3,7,ITF,ITF4,16,Puglia
2025-11-17,LOM,4260,1916,2344,4260,ITC,ITC4,3,Lombardia
2025-11-06,LIG,163,65,98,163,ITC,ITC3,7,Liguria
2025-11-03,LOM,6927,3277,3650,6927,ITC,ITC4,3,Lombardia
2025-11-28,SAR,238,120,118,238,ITG,ITG2,20,Sardegna
2025-10-28,BAS,14,10,4,14,ITF,ITF5,17,Basilicata
2025-11-22,LIG,38,23,15,38,ITC,ITC3,7,Liguria
2025-10-31,VDA,177,92,85,177,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,CAL,18,11,7,18,ITF,ITF6,18,Calabria
2025-11-25,MAR,328,152,176,328,ITI,ITI3,11,Marche
2025-12-29,LOM,295,126,169,295,ITC,ITC4,3,Lombardia
2025-10-18,VEN,608,310,298,608,ITH,ITH3,5,Veneto
2025-12-22,CAM,36,20,16,36,ITF,ITF3,15,Campania
2025-10-13,PUG,191,107,84,191,ITF,ITF4,16,Puglia
2025-10-27,BAS,19,12,7,19,ITF,ITF5,17,Basilicata
2025-10-27,ABR,96,52,44,96,ITF,ITF1,13,Abruzzo
2025-11-20,LAZ,1341,631,710,1341,ITI,ITI4,12,Lazio
2025-10-15,MAR,336,169,167,336,ITI,ITI3,11,Marche
2025-12-28,FVG,4,1,3,4,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-02,MAR,3,1,2,3,ITI,ITI3,11,Marche
2025-12-24,PAT,3,0,3,3,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-23,SAR,1,1,0,1,ITG,ITG2,20,Sardegna
2026-03-13,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-01,EMR,2,1,1,2,ITH,ITH5,8,Emilia-Romagna
2026-02-23,TOS,3,2,1,3,ITI,ITI1,9,Toscana
2026-02-11,LIG,1,0,1,1,ITC,ITC3,7,Liguria
2026-01-15,UMB,5,3,2,5,ITI,ITI2,10,Umbria
2025-12-16,VDA,5,1,4,5,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-30,PAB,2,1,1,2,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-22,PAB,7,3,4,7,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-24,CAM,1,1,0,1,ITF,ITF3,15,Campania
2025-12-28,LOM,5,4,1,5,ITC,ITC4,3,Lombardia
2025-12-08,ABR,6,4,2,6,ITF,ITF1,13,Abruzzo
2026-02-09,LOM,12,4,8,12,ITC,ITC4,3,Lombardia
2026-01-05,FVG,4,3,1,4,ITH,ITH4,6,Friuli-Venezia Giulia
2026-02-20,PAT,1,0,1,1,ITH,ITH2,4,Provincia Autonoma Trento
2026-02-21,LOM,5,3,2,5,ITC,ITC4,3,Lombardia
2025-10-26,PAB,4,1,3,4,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-02-05,PUG,3,1,2,3,ITF,ITF4,16,Puglia
2025-11-09,UMB,2,1,1,2,ITI,ITI2,10,Umbria
2026-02-07,PAB,1,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-02-08,LOM,1,1,0,1,ITC,ITC4,3,Lombardia
2026-01-30,UMB,1,1,0,1,ITI,ITI2,10,Umbria
2026-04-07,SAR,2,0,2,2,ITG,ITG2,20,Sardegna
2026-03-11,VEN,1,1,0,1,ITH,ITH3,5,Veneto
2026-03-11,PAB,1,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-01-03,VEN,3,2,1,3,ITH,ITH3,5,Veneto
2025-10-06,LOM,5,2,3,5,ITC,ITC4,3,Lombardia
2026-01-09,VDA,1,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-22,PAB,2,1,1,2,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-02-27,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2026-01-22,MAR,1,1,0,1,ITI,ITI3,11,Marche
2026-03-27,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2026-01-20,SIC,1,1,0,1,ITG,ITG1,19,Sicilia
2025-11-09,PAB,1,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-13,PAT,1,0,1,1,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-27,UMB,1,1,0,1,ITI,ITI2,10,Umbria
2025-12-10,LAZ,430,200,230,430,ITI,ITI4,12,Lazio
2025-12-20,PUG,19,12,7,19,ITF,ITF4,16,Puglia
2026-01-12,SAR,78,40,38,78,ITG,ITG2,20,Sardegna
2026-03-28,LOM,5,2,3,5,ITC,ITC4,3,Lombardia
2026-01-26,CAM,3,2,1,3,ITF,ITF3,15,Campania
2025-11-15,FVG,507,235,272,507,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-25,ABR,140,66,74,140,ITF,ITF1,13,Abruzzo
2025-12-24,LIG,10,4,6,10,ITC,ITC3,7,Liguria
2026-02-12,PIE,13,5,8,13,ITC,ITC1,1,Piemonte
2025-11-25,PAT,6,3,3,6,ITH,ITH2,4,Provincia Autonoma Trento
2026-03-05,PIE,3,0,3,3,ITC,ITC1,1,Piemonte
2025-11-12,VEN,2452,1138,1314,2452,ITH,ITH3,5,Veneto
2025-10-31,ABR,60,29,31,60,ITF,ITF1,13,Abruzzo
2025-10-21,LIG,25,14,11,25,ITC,ITC3,7,Liguria
2025-11-07,CAM,77,42,35,77,ITF,ITF3,15,Campania
2026-01-26,PIE,15,10,5,15,ITC,ITC1,1,Piemonte
2026-02-04,CAM,4,3,1,4,ITF,ITF3,15,Campania
2025-12-11,CAM,54,38,16,54,ITF,ITF3,15,Campania
2025-11-02,TOS,9,6,3,9,ITI,ITI1,9,Toscana
2025-11-19,PIE,1343,613,730,1343,ITC,ITC1,1,Piemonte
2025-11-10,LAZ,1018,496,522,1018,ITI,ITI4,12,Lazio
2025-11-19,UMB,197,99,98,197,ITI,ITI2,10,Umbria
2025-10-17,LOM,7486,3610,3876,7486,ITC,ITC4,3,Lombardia
2026-01-13,PIE,78,33,45,78,ITC,ITC1,1,Piemonte
2026-01-02,LOM,31,14,17,31,ITC,ITC4,3,Lombardia
2025-12-22,LAZ,110,56,54,110,ITI,ITI4,12,Lazio
2026-01-22,CAM,1,1,0,1,ITF,ITF3,15,Campania
2025-11-20,CAM,112,63,49,112,ITF,ITF3,15,Campania
2026-03-16,VEN,3,1,2,3,ITH,ITH3,5,Veneto
2026-01-10,TOS,7,2,5,7,ITI,ITI1,9,Toscana
2025-12-11,LOM,1090,456,634,1090,ITC,ITC4,3,Lombardia
2026-01-13,SAR,8,3,5,8,ITG,ITG2,20,Sardegna
2025-11-21,MAR,290,132,158,290,ITI,ITI3,11,Marche
2025-11-07,PIE,2422,1142,1280,2422,ITC,ITC1,1,Piemonte
2026-01-07,LIG,8,5,3,8,ITC,ITC3,7,Liguria
2026-02-04,LOM,61,26,35,61,ITC,ITC4,3,Lombardia
2025-11-26,SIC,142,67,75,142,ITG,ITG1,19,Sicilia
2026-01-21,FVG,21,12,9,21,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-25,FVG,476,226,250,476,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-15,FVG,320,161,159,320,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-20,FVG,5,3,2,5,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-17,MAR,207,92,115,207,ITI,ITI3,11,Marche
